head_status,reason,resolved_url,status,url
403,filtered_and_no_html_snapshot,https://doi.org/10.1177/15598276251325488,filtered_no_snapshot,https://doi.org/10.1177/15598276251325488
403,filtered_and_no_html_snapshot,https://doi.org/10.1097/00002800-199909000-00008,filtered_no_snapshot,https://doi.org/10.1097/00002800-199909000-00008
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.mdpi.com/2304-8158/15/4/656,https://doi.org/10.3390/foods15040656,fail,https://doi.org/10.3390/foods15040656
400,filtered_and_no_html_snapshot,https://doi.org/pii: zwaf679. doi: 10.1093/eurjpc/zwaf679,filtered_no_snapshot,https://doi.org/pii: zwaf679. doi: 10.1093/eurjpc/zwaf679
403,filtered_and_no_html_snapshot,https://doi.org/10.1136/bmjopen-2026-117431,filtered_no_snapshot,https://doi.org/10.1136/bmjopen-2026-117431
403,filtered_and_no_html_snapshot,https://doi.org/10.1177/15598276251390437,filtered_no_snapshot,https://doi.org/10.1177/15598276251390437
403,download failed after retries: 403 Client Error: Forbidden for url: https://academic.oup.com/eurheartj/article-pdf/42/34/3227/45752329/ehab484.pdf,https://academic.oup.com/eurheartj/article-pdf/42/34/3227/45752329/ehab484.pdf,fail,https://academic.oup.com/eurheartj/article-pdf/42/34/3227/45752329/ehab484.pdf
400,filtered_and_no_html_snapshot,https://doi.org/pii: dc260114. doi: 10.2337/dc26-0114,filtered_no_snapshot,https://doi.org/pii: dc260114. doi: 10.2337/dc26-0114
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18091460,filtered_no_snapshot,https://doi.org/10.3390/nu18091460
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18091450,filtered_no_snapshot,https://doi.org/10.3390/nu18091450
403,filtered_and_no_html_snapshot,https://psycnet.apa.org:443/buy/PE,filtered_no_snapshot,https://doi.org/10.1037/e626812011-001
403,filtered_and_no_html_snapshot,https://psycnet.apa.org:443/buy/PE,filtered_no_snapshot,https://doi.org/10.1037/e528262015-001
403,filtered_and_no_html_snapshot,https://psycnet.apa.org:443/buy/PE,filtered_no_snapshot,https://doi.org/10.1037/e528322015-001
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1485000/aap_9781610026086-part01-18.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1485000/aap_9781610026086-part01-18.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1485000/aap_9781610026086-part01-18.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1484991/aap_9781610026086-part01-09.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1484991/aap_9781610026086-part01-09.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1484991/aap_9781610026086-part01-09.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1484989/aap_9781610026086-part01-07.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1484989/aap_9781610026086-part01-07.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1484989/aap_9781610026086-part01-07.pdf
403,filtered_and_no_html_snapshot,https://psycnet.apa.org:443/buy/PE,filtered_no_snapshot,https://doi.org/10.1037/e513992017-001
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1485009/aap_9781610026086-part01-27.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1485009/aap_9781610026086-part01-27.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1485009/aap_9781610026086-part01-27.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1485011/aap_9781610026086-part01-29.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1485011/aap_9781610026086-part01-29.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1485011/aap_9781610026086-part01-29.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1485002/aap_9781610026086-part01-20.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1485002/aap_9781610026086-part01-20.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1485002/aap_9781610026086-part01-20.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1485004/aap_9781610026086-part01-22.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1485004/aap_9781610026086-part01-22.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1485004/aap_9781610026086-part01-22.pdf
403,filtered_and_no_html_snapshot,https://doi.org/10.1142/s101370252650006x,filtered_no_snapshot,https://doi.org/10.1142/s101370252650006x
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1315355/aap_9781610025034-part01-sleep.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1315355/aap_9781610025034-part01-sleep.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1315355/aap_9781610025034-part01-sleep.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://academic.oup.com/sleep/article-pdf/40/suppl_1/A147/16981410/zsx050.394.pdf,http://academic.oup.com/sleep/article-pdf/40/suppl_1/A147/16981410/zsx050.394.pdf,fail,http://academic.oup.com/sleep/article-pdf/40/suppl_1/A147/16981410/zsx050.394.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://academic.oup.com/sleep/article-pdf/40/suppl_1/A178/16981583/zsx050.477.pdf,http://academic.oup.com/sleep/article-pdf/40/suppl_1/A178/16981583/zsx050.477.pdf,fail,http://academic.oup.com/sleep/article-pdf/40/suppl_1/A178/16981583/zsx050.477.pdf
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/obr.12391,filtered_no_snapshot,https://doi.org/10.1111/obr.12391
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/dom.70414,filtered_no_snapshot,https://doi.org/10.1111/dom.70414
403,download failed after retries: 403 Client Error: Forbidden for url: https://academic.oup.com/jcem/advance-article-pdf/doi/10.1210/clinem/dgad463/51110818/dgad463.pdf,https://academic.oup.com/jcem/advance-article-pdf/doi/10.1210/clinem/dgad463/51110818/dgad463.pdf,fail,https://academic.oup.com/jcem/advance-article-pdf/doi/10.1210/clinem/dgad463/51110818/dgad463.pdf
403,filtered_and_no_html_snapshot,https://doi.org/10.1161/str.0b013e3181fcb238,filtered_no_snapshot,https://doi.org/10.1161/str.0b013e3181fcb238
403,filtered_and_no_html_snapshot,https://doi.org/10.1080/07315724.2016.1261053,filtered_no_snapshot,https://doi.org/10.1080/07315724.2016.1261053
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2022.7.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2021.4.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2021.6.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2021.5.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2022.10.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2022.9.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2021.1.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2022.8.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2021.2.0
200,filtered_and_no_html_snapshot,https://pandemics.utoronto.ca/resources-page/science-briefs/,filtered_no_snapshot,https://doi.org/10.47326/ocsat.cpg.2022.11.0
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/ijms27021051,filtered_no_snapshot,https://doi.org/10.3390/ijms27021051
403,filtered_and_no_html_snapshot,https://doi.org/10.1097/00004850-199901000-00012,filtered_no_snapshot,https://doi.org/10.1097/00004850-199901000-00012
400,filtered_and_no_html_snapshot,https://doi.org/pii: S1063-4584(26)00889-7. doi: 10.1016/j.joca.2026.05.001,filtered_no_snapshot,https://doi.org/pii: S1063-4584(26)00889-7. doi: 10.1016/j.joca.2026.05.001
404,filtered_and_no_html_snapshot,https://doi.org/10.1097/HPC.0000000000000428,filtered_no_snapshot,https://doi.org/10.1097/HPC.0000000000000428
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.mdpi.com/2227-9032/14/8/998,https://doi.org/10.3390/healthcare14080998,fail,https://doi.org/10.3390/healthcare14080998
403,filtered_and_no_html_snapshot,https://doi.org/10.1080/23744235.2026.2656351,filtered_no_snapshot,https://doi.org/10.1080/23744235.2026.2656351
403,filtered_and_no_html_snapshot,https://doi.org/10.1139/apnm-2022-0059,filtered_no_snapshot,https://doi.org/10.1139/apnm-2022-0059
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/cancers18091454,filtered_no_snapshot,https://doi.org/10.3390/cancers18091454
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18060886,filtered_no_snapshot,https://doi.org/10.3390/nu18060886
403,filtered_and_no_html_snapshot,https://doi.org/10.1177/02601060251374379,filtered_no_snapshot,https://doi.org/10.1177/02601060251374379
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18020312,filtered_no_snapshot,https://doi.org/10.3390/nu18020312
403,filtered_and_no_html_snapshot,https://doi.org/10.1136/bmjopen-2025-102110,filtered_no_snapshot,https://doi.org/10.1136/bmjopen-2025-102110
403,download failed after retries: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1467-789X.2003.00101.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1467-789X.2003.00101.x,fail,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1046/j.1467-789X.2003.00101.x
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.giejournal.org/article/S0016510715026103/pdf,http://www.giejournal.org/article/S0016510715026103/pdf,fail,http://www.giejournal.org/article/S0016510715026103/pdf
403,filtered_and_no_html_snapshot,https://doi.org/10.2174/0115734021423628260212091911,filtered_no_snapshot,https://doi.org/10.2174/0115734021423628260212091911
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/dom.16496,filtered_no_snapshot,https://doi.org/10.1111/dom.16496
403,download failed after retries: 403 Client Error: Forbidden for url: https://ahajournals.org/doi/pdf/10.1161/01.cir.0000437739.71477.ee,https://ahajournals.org/doi/pdf/10.1161/01.cir.0000437739.71477.ee,fail,https://ahajournals.org/doi/pdf/10.1161/01.cir.0000437739.71477.ee
403,filtered_and_no_html_snapshot,https://doi.org/10.1001/jamadermatol.2026.1070,filtered_no_snapshot,https://doi.org/10.1001/jamadermatol.2026.1070
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/cob.12183,filtered_no_snapshot,https://doi.org/10.1111/cob.12183
403,filtered_and_no_html_snapshot,https://doi.org/10.7326/0003-4819-157-5-201209040-00475,filtered_no_snapshot,https://doi.org/10.7326/0003-4819-157-5-201209040-00475
403,filtered_and_no_html_snapshot,https://doi.org/10.1177/15209156261444998,filtered_no_snapshot,https://doi.org/10.1177/15209156261444998
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/pediatrics/article-pdf/doi/10.1542/peds.2023-064612/1584889/peds.2023-064612.pdf,https://publications.aap.org/pediatrics/article-pdf/doi/10.1542/peds.2023-064612/1584889/peds.2023-064612.pdf,fail,https://publications.aap.org/pediatrics/article-pdf/doi/10.1542/peds.2023-064612/1584889/peds.2023-064612.pdf
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/obr.70066,filtered_no_snapshot,https://doi.org/10.1111/obr.70066
403,filtered_and_no_html_snapshot,https://doi.org/10.1080/08964289.2026.2641440,filtered_no_snapshot,https://doi.org/10.1080/08964289.2026.2641440
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu17233782,filtered_no_snapshot,https://doi.org/10.3390/nu17233782
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu17122005,filtered_no_snapshot,https://doi.org/10.3390/nu17122005
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18091340,filtered_no_snapshot,https://doi.org/10.3390/nu18091340
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/jhn.70204,filtered_no_snapshot,https://doi.org/10.1111/jhn.70204
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18010061,filtered_no_snapshot,https://doi.org/10.3390/nu18010061
403,filtered_and_no_html_snapshot,https://doi.org/10.4103/jfmpc.jfmpc_582_25,filtered_no_snapshot,https://doi.org/10.4103/jfmpc.jfmpc_582_25
403,download failed after retries: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hep.26359,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hep.26359,fail,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hep.26359
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.mdpi.com/2072-6643/13/11/3916/pdf?version=1635751067,https://www.mdpi.com/2072-6643/13/11/3916/pdf?version=1635751067,fail,https://www.mdpi.com/2072-6643/13/11/3916/pdf?version=1635751067
403,download failed after retries: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acr.24131,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acr.24131,fail,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/acr.24131
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.mdpi.com/2072-6643/11/3/655/pdf?version=1552914158,https://www.mdpi.com/2072-6643/11/3/655/pdf?version=1552914158,fail,https://www.mdpi.com/2072-6643/11/3/655/pdf?version=1552914158
400,filtered_and_no_html_snapshot,https://doi.org/pii: nuaf308. doi: 10.1093/nutrit/nuaf308,filtered_no_snapshot,https://doi.org/pii: nuaf308. doi: 10.1093/nutrit/nuaf308
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu17233656,filtered_no_snapshot,https://doi.org/10.3390/nu17233656
400,filtered_and_no_html_snapshot,https://doi.org/pii: 45. doi: 10.1007/s13668-026-00764-2,filtered_no_snapshot,https://doi.org/pii: 45. doi: 10.1007/s13668-026-00764-2
403,filtered_and_no_html_snapshot,https://doi.org/10.1891/9780826194985.0002b,filtered_no_snapshot,https://doi.org/10.1891/9780826194985.0002b
403,download failed after retries: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdf/10.1002/uro2.70055,https://onlinelibrary.wiley.com/doi/pdf/10.1002/uro2.70055,fail,https://onlinelibrary.wiley.com/doi/pdf/10.1002/uro2.70055
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/jcm14248709,filtered_no_snapshot,https://doi.org/10.3390/jcm14248709
403,filtered_and_no_html_snapshot,https://doi.org/10.1002/hep.26972,filtered_no_snapshot,https://doi.org/10.1002/hep.26972
403,filtered_and_no_html_snapshot,https://doi.org/10.1002/hep.25762,filtered_no_snapshot,https://doi.org/10.1002/hep.25762
403,filtered_and_no_html_snapshot,https://doi.org/10.1177/02601060261433154,filtered_no_snapshot,https://doi.org/10.1177/02601060261433154
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1311507/aap_9781610020190-part06-evidence_based.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1311507/aap_9781610020190-part06-evidence_based.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1311507/aap_9781610020190-part06-evidence_based.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://publications.aap.org/aapbooks/book/chapter-pdf/1310545/aap_9781610020190-part05-developmental.pdf,https://publications.aap.org/aapbooks/book/chapter-pdf/1310545/aap_9781610020190-part05-developmental.pdf,fail,https://publications.aap.org/aapbooks/book/chapter-pdf/1310545/aap_9781610020190-part05-developmental.pdf
403,download failed after retries: 403 Client Error: Forbidden for url: https://openknowledge.fao.org/3/i3004e/i3004e.pdf,https://www.fao.org/3/i3004e/i3004e.pdf,fail,https://doi.org/10.29219/fnr.v67.9107
403,filtered_and_no_html_snapshot,https://doi.org/10.1136/bmjopen-2025-113204,filtered_no_snapshot,https://doi.org/10.1136/bmjopen-2025-113204
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu18091361,filtered_no_snapshot,https://doi.org/10.3390/nu18091361
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/ijms27094143,filtered_no_snapshot,https://doi.org/10.3390/ijms27094143
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/obr.70159,filtered_no_snapshot,https://doi.org/10.1111/obr.70159
403,filtered_and_no_html_snapshot,https://doi.org/10.1136/bmjopen-2025-112719,filtered_no_snapshot,https://doi.org/10.1136/bmjopen-2025-112719
403,filtered_and_no_html_snapshot,https://doi.org/10.1177/15598276261434176,filtered_no_snapshot,https://doi.org/10.1177/15598276261434176
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.ahajournals.org/doi/pdf/10.1161/JAHA.118.011367,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.118.011367,fail,https://www.ahajournals.org/doi/pdf/10.1161/JAHA.118.011367
403,download failed after retries: 403 Client Error: Forbidden for url: https://www.mdpi.com/2227-9032/11/8/1120,https://doi.org/10.3390/healthcare11081120,fail,https://doi.org/10.3390/healthcare11081120
403,filtered_and_no_html_snapshot,https://doi.org/10.20960/nh.04448,filtered_no_snapshot,https://doi.org/10.20960/nh.04448
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/nu13113691,filtered_no_snapshot,https://doi.org/10.3390/nu13113691
403,filtered_and_no_html_snapshot,https://doi.org/10.1097/MD.0000000000048629,filtered_no_snapshot,https://doi.org/10.1097/MD.0000000000048629
403,filtered_and_no_html_snapshot,https://doi.org/10.3390/women6010019,filtered_no_snapshot,https://doi.org/10.3390/women6010019
403,filtered_and_no_html_snapshot,https://doi.org/10.3310/GJST1327,filtered_no_snapshot,https://doi.org/10.3310/GJST1327
403,filtered_and_no_html_snapshot,https://doi.org/10.1080/08964289.2026.2641456,filtered_no_snapshot,https://doi.org/10.1080/08964289.2026.2641456
403,filtered_and_no_html_snapshot,https://doi.org/10.1111/obr.70145,filtered_no_snapshot,https://doi.org/10.1111/obr.70145
403,filtered_and_no_html_snapshot,https://doi.org/10.1891/9780826194985.0002g,filtered_no_snapshot,https://doi.org/10.1891/9780826194985.0002g
403,filtered_and_no_html_snapshot,https://doi.org/10.1530/ec-25-0825,filtered_no_snapshot,https://doi.org/10.1530/ec-25-0825
403,download failed after retries: 403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.20458,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.20458,fail,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/wps.20458
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.52257,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.52257
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.149073,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.149073
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.141077,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.141077
403,filtered_and_no_html_snapshot,https://doi.org/10.1891/9780826194985.0002d,filtered_no_snapshot,https://doi.org/10.1891/9780826194985.0002d
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.147844,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.147844
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.147976,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.147976
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148548,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148548
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148718,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148718
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.58558,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.58558
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148430,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148430
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148217,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.148217
403,filtered_and_no_html_snapshot,https://doi.org/10.1176/appi.books.9780890423363.147916,filtered_no_snapshot,https://doi.org/10.1176/appi.books.9780890423363.147916
